Country;Indicator;Indicator_Code;Indicator_Value;Year;Month;Quarter;Purchase_Date;City;Region;Product_Category;Brand;Gender;Age;Customer_Segment;Unit_Price_USD;Quantity;Total_Sales_USD;Cost_USD;Profit_USD;Shipping_Method;Delivery_Days;Payment_Method;Import_Export;Supplier;Warehouse;Tax_Rate;Satisfaction_Score
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;2;1;13/02/2022;Hanoi;North;Smartphone;Apple;Male;57;Enterprise;1357.98;12;16295.76;13674.54;2621.22;Air;1;E-Wallet;Import;Viettel Store;WH-HCM-01;8;3.2
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;4;2;18/04/2022;Hanoi;North;Smartphone;Apple;Male;38;Budget;699.82;12;8397.84;6727.79;1670.05;Road;7;Credit Card;Export;Viettel Store;WH-DN-03;10;4.6
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;9;3;27/09/2022;Ho Chi Minh City;South;Smartphone;Oppo;Male;55;Budget;1287.85;8;10302.8;6519.77;3783.03;Road;7;Bank Transfer;Import;Viettel Store;WH-HCM-01;10;3.4
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;10;4;21/10/2022;Ho Chi Minh City;South;Tablet;Xiaomi;Female;52;Enterprise;779.41;10;7794.1;4944.71;2849.39;Road;6;Credit Card;Export;Foxconn Vietnam;WH-DN-03;5;3.4
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;4;2;09/04/2022;Hanoi;North;Tablet;Apple;Male;44;Premium;1124.68;12;13496.16;10632.25;2863.91;Road;7;E-Wallet;Import;Samsung Vietnam;WH-DN-03;8;4.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;4;2;23/04/2022;Can Tho;South;Smartphone;Oppo;Female;31;Standard;1474.1;15;22111.5;15570.66;6540.84;Sea;12;Credit Card;Import;Intel Vietnam;WH-HN-02;10;4.8
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;10;4;05/10/2022;Ho Chi Minh City;South;Smartphone;Oppo;Male;19;Enterprise;454.51;4;1818.04;1366.93;451.11;Road;7;Cash;Import;Digiworld;WH-DN-03;10;3.1
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;2;1;26/02/2022;Ho Chi Minh City;South;Semiconductor;Nvidia;Male;58;Standard;2065.25;18;37174.5;24932.77;12241.73;Sea;24;Cash;Import;Samsung Vietnam;WH-HCM-01;10;4.8
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;10;4;16/10/2022;Ho Chi Minh City;South;Smartphone;Oppo;Male;30;Standard;1290.52;3;3871.56;3205.27;666.29;Sea;10;E-Wallet;Import;Samsung Vietnam;WH-DN-03;10;3.8
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;7;3;12/07/2022;Hanoi;North;Laptop;Lenovo;Male;21;Enterprise;2109.85;16;33757.6;21333.16;12424.44;Road;7;Credit Card;Import;Viettel Store;WH-HN-02;10;4.1
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;1;1;15/01/2022;Bien Hoa;South;Smart TV;Samsung;Male;58;Standard;1252.62;5;6263.1;4518.45;1744.65;Air;1;Credit Card;Export;Samsung Vietnam;WH-HN-02;5;4.0
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;3;1;01/03/2022;Hanoi;North;Smartphone;Samsung;Male;35;Standard;540.62;18;9731.16;6173.9;3557.26;Road;7;E-Wallet;Export;Intel Vietnam;WH-HN-02;5;4.2
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;8;3;10/08/2022;Hanoi;North;Gaming;Acer;Female;43;Premium;1046.05;8;8368.4;6591.19;1777.21;Sea;16;Bank Transfer;Import;Samsung Vietnam;WH-HCM-01;5;3.1
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;3;1;20/03/2022;Hanoi;North;Tablet;Samsung;Male;35;Budget;1059.69;2;2119.38;1296.28;823.1;Sea;23;E-Wallet;Import;Viettel Store;WH-HN-02;8;3.9
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;5;2;16/05/2022;Ho Chi Minh City;South;Laptop;HP;Female;57;Budget;2113.56;7;14794.92;12261.81;2533.11;Road;3;E-Wallet;Export;Viettel Store;WH-HN-02;8;4.7
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;11;4;27/11/2022;Hanoi;North;Tablet;Apple;Male;55;Premium;1174.0;9;10566.0;6341.86;4224.14;Air;3;Credit Card;Export;Intel Vietnam;WH-HN-02;8;3.8
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;6;2;12/06/2022;Nha Trang;Central;Smart Watch;Apple;Female;22;Standard;513.87;7;3597.09;3052.99;544.1;Road;6;Credit Card;Export;FPT Retail;WH-HCM-01;10;4.4
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;1;1;20/01/2022;Hanoi;North;Smartphone;Oppo;Male;38;Premium;894.11;15;13411.65;10498.33;2913.32;Road;3;Credit Card;Import;Samsung Vietnam;WH-DN-03;5;3.3
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;1;1;10/01/2022;Can Tho;South;Audio Devices;Apple;Male;19;Budget;73.06;12;876.72;732.61;144.11;Road;5;Credit Card;Export;Digiworld;WH-HN-02;10;3.7
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;7;3;01/07/2022;Hanoi;North;Smartphone;Samsung;Male;46;Premium;437.3;5;2186.5;1478.45;708.05;Air;1;E-Wallet;Import;Foxconn Vietnam;WH-HCM-01;5;4.1
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;7;3;02/07/2022;Hai Phong;North;Laptop;HP;Male;47;Budget;1920.51;12;23046.12;17454.9;5591.22;Sea;12;Bank Transfer;Export;Intel Vietnam;WH-HN-02;8;4.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;5;2;02/05/2022;Hai Phong;North;Smartphone;Samsung;Male;20;Budget;1376.56;6;8259.36;5614.15;2645.21;Road;3;Credit Card;Export;Samsung Vietnam;WH-DN-03;8;3.6
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;12;4;09/12/2022;Ho Chi Minh City;South;Audio Devices;JBL;Male;31;Standard;478.91;13;6225.83;4999.05;1226.78;Road;7;Credit Card;Export;Samsung Vietnam;WH-DN-03;5;4.4
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;6;2;14/06/2022;Hanoi;North;Smart TV;Samsung;Female;52;Premium;1103.46;13;14344.98;10647.82;3697.16;Sea;13;Credit Card;Export;Intel Vietnam;WH-HN-02;5;3.6
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;4;2;12/04/2022;Hanoi;North;Laptop;Lenovo;Male;23;Budget;1887.12;17;32081.04;22719.63;9361.41;Road;6;Credit Card;Import;Intel Vietnam;WH-DN-03;5;4.6
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;2;1;02/02/2022;Can Tho;South;Home Appliances;Samsung;Female;35;Standard;2016.9;7;14118.3;10801.16;3317.14;Road;3;E-Wallet;Import;Intel Vietnam;WH-HN-02;10;4.8
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;5;2;03/05/2022;Ho Chi Minh City;South;Smartphone;Oppo;Female;33;Standard;371.33;15;5569.95;3632.28;1937.67;Road;5;Bank Transfer;Import;LG Vietnam;WH-HN-02;5;4.0
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;10;4;28/10/2022;Ho Chi Minh City;South;Smart TV;Sony;Female;48;Standard;683.91;12;8206.92;5261.2;2945.72;Road;7;E-Wallet;Export;Intel Vietnam;WH-HN-02;5;3.9
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;9;3;20/09/2022;Ho Chi Minh City;South;Tablet;Xiaomi;Male;46;Standard;406.18;1;406.18;268.11;138.07;Road;5;E-Wallet;Import;Samsung Vietnam;WH-HN-02;5;4.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;42.689.178.907.016;2022;3;1;24/03/2022;Ho Chi Minh City;South;Semiconductor;Intel;Female;53;Budget;2297.66;12;27571.92;23233.17;4338.75;Air;2;Credit Card;Export;Foxconn Vietnam;WH-HN-02;8;3.2
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;12;4;16/12/2021;Ho Chi Minh City;South;Electronic Components;Intel;Female;58;Budget;240.4;6;1442.4;1160.9;281.5;Road;3;E-Wallet;Import;Digiworld;WH-HN-02;8;3.6
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;9;3;12/09/2021;Hanoi;North;Laptop;Asus;Female;29;Premium;1643.75;12;19725.0;12793.25;6931.75;Road;3;Credit Card;Export;Samsung Vietnam;WH-HCM-01;10;3.6
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;2;1;15/02/2021;Nha Trang;Central;Smartphone;Oppo;Male;30;Standard;520.69;10;5206.9;4164.94;1041.96;Road;3;Credit Card;Import;Samsung Vietnam;WH-HCM-01;10;3.0
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;11;4;17/11/2021;Ho Chi Minh City;South;Smartphone;Apple;Male;45;Standard;573.71;7;4015.97;2509.27;1506.7;Sea;15;Credit Card;Import;Foxconn Vietnam;WH-HN-02;10;3.8
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;1;1;03/01/2021;Hanoi;North;Semiconductor;Nvidia;Male;45;Standard;371.4;13;4828.2;3782.81;1045.39;Air;3;E-Wallet;Export;Foxconn Vietnam;WH-HCM-01;8;3.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;3;1;28/03/2021;Da Nang;Central;Smart TV;LG;Female;21;Budget;708.06;4;2832.24;2224.08;608.16;Road;3;Bank Transfer;Export;Intel Vietnam;WH-HN-02;10;3.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;5;2;16/05/2021;Ho Chi Minh City;South;Semiconductor;Intel;Female;51;Premium;292.59;4;1170.36;750.89;419.47;Sea;22;E-Wallet;Export;Intel Vietnam;WH-HN-02;10;3.6
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;5;2;05/05/2021;Ho Chi Minh City;South;Smartphone;Samsung;Male;19;Premium;1011.21;9;9100.89;5887.36;3213.53;Road;7;Bank Transfer;Export;LG Vietnam;WH-HCM-01;5;3.6
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;12;4;11/12/2021;Hanoi;North;Semiconductor;Nvidia;Male;47;Budget;2013.14;19;38249.66;26150.33;12099.33;Air;3;Cash;Export;LG Vietnam;WH-HN-02;5;3.9
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;6;2;07/06/2021;Ho Chi Minh City;South;Audio Devices;JBL;Male;19;Budget;575.91;7;4031.37;3095.42;935.95;Road;5;Bank Transfer;Export;FPT Retail;WH-HN-02;5;4.7
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;2;1;04/02/2021;Hanoi;North;Audio Devices;Apple;Male;22;Standard;104.39;12;1252.68;886.24;366.44;Sea;20;Cash;Import;Intel Vietnam;WH-DN-03;10;4.1
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;11;4;01/11/2021;Ho Chi Minh City;South;Laptop;HP;Female;49;Standard;2486.34;5;12431.7;9163.84;3267.86;Road;5;E-Wallet;Import;Digiworld;WH-HN-02;10;4.3
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;7;3;02/07/2021;Hanoi;North;Smart Watch;Samsung;Male;38;Standard;511.4;15;7671.0;6251.53;1419.47;Road;4;E-Wallet;Import;Samsung Vietnam;WH-HN-02;5;3.3
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;8;3;10/08/2021;Da Nang;Central;Laptop;Asus;Female;26;Budget;1524.88;3;4574.64;3528.24;1046.4;Road;5;Credit Card;Import;Foxconn Vietnam;WH-DN-03;10;4.4
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;8;3;02/08/2021;Hai Phong;North;Tablet;Samsung;Male;37;Standard;482.15;2;964.3;752.03;212.27;Road;4;Bank Transfer;Export;Intel Vietnam;WH-HN-02;5;3.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;6;2;02/06/2021;Ho Chi Minh City;South;Smart Watch;Samsung;Female;53;Enterprise;170.16;2;340.32;277.08;63.24;Road;5;E-Wallet;Import;LG Vietnam;WH-HCM-01;5;3.1
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;9;3;19/09/2021;Bien Hoa;South;Smartphone;Xiaomi;Female;22;Budget;1469.13;11;16160.43;10227.91;5932.52;Road;3;Credit Card;Export;Intel Vietnam;WH-DN-03;5;3.9
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;6;2;16/06/2021;Ho Chi Minh City;South;Audio Devices;JBL;Male;59;Standard;254.54;8;2036.32;1646.66;389.66;Air;2;Bank Transfer;Export;Digiworld;WH-HCM-01;8;3.1
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;10;4;20/10/2021;Hanoi;North;Smartphone;Apple;Male;39;Budget;1449.13;19;27533.47;20316.48;7216.99;Road;4;Bank Transfer;Import;Samsung Vietnam;WH-DN-03;8;4.1
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;8;3;17/08/2021;Hai Phong;North;Smartphone;Oppo;Male;19;Standard;723.14;10;7231.4;5097.59;2133.81;Air;1;Bank Transfer;Import;LG Vietnam;WH-DN-03;5;4.0
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;10;4;11/10/2021;Ho Chi Minh City;South;Smartphone;Samsung;Male;34;Premium;1172.82;4;4691.28;3151.81;1539.47;Road;4;Credit Card;Import;Intel Vietnam;WH-HCM-01;5;3.6
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;1;1;27/01/2021;Ho Chi Minh City;South;Laptop;Lenovo;Male;42;Standard;718.53;12;8622.36;6890.56;1731.8;Air;2;Bank Transfer;Export;Samsung Vietnam;WH-HN-02;5;4.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;5;2;26/05/2021;Da Nang;Central;Smart TV;LG;Male;46;Standard;916.38;6;5498.28;3764.85;1733.43;Air;2;E-Wallet;Import;Intel Vietnam;WH-HCM-01;8;3.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;3;1;26/03/2021;Da Nang;Central;Smartphone;Oppo;Male;53;Standard;668.54;6;4011.24;2638.04;1373.2;Sea;11;Bank Transfer;Import;Samsung Vietnam;WH-DN-03;8;3.6
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;5;2;04/05/2021;Ho Chi Minh City;South;Laptop;HP;Female;34;Standard;1815.69;12;21788.28;16064.37;5723.91;Sea;15;Bank Transfer;Export;Intel Vietnam;WH-HN-02;5;3.8
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;6;2;08/06/2021;Nha Trang;Central;Smart TV;Sony;Male;46;Premium;1935.98;7;13551.86;8818.97;4732.89;Air;2;E-Wallet;Export;Digiworld;WH-DN-03;10;4.2
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;7;3;10/07/2021;Hanoi;North;Tablet;Xiaomi;Male;58;Standard;694.77;17;11811.09;9353.22;2457.87;Road;5;Bank Transfer;Export;LG Vietnam;WH-HCM-01;5;3.1
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;2;1;05/02/2021;Hanoi;North;Gaming;MSI;Male;50;Budget;1461.24;11;16073.64;13487.39;2586.25;Sea;12;Bank Transfer;Import;Digiworld;WH-DN-03;5;3.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;6;2;07/06/2021;Ho Chi Minh City;South;Smartphone;Samsung;Female;23;Enterprise;1366.74;13;17767.62;12159.74;5607.88;Air;2;E-Wallet;Import;Viettel Store;WH-HN-02;8;4.4
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;2;1;06/02/2021;Nha Trang;Central;Laptop;Asus;Male;30;Budget;1791.94;13;23295.22;16911.73;6383.49;Road;3;E-Wallet;Import;Intel Vietnam;WH-HCM-01;5;4.0
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;12;4;28/12/2021;Hanoi;North;Audio Devices;Apple;Female;30;Budget;418.88;17;7120.96;4459.84;2661.12;Road;3;E-Wallet;Export;Intel Vietnam;WH-DN-03;5;3.2
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;8;3;17/08/2021;Ho Chi Minh City;South;Smartphone;Xiaomi;Male;53;Standard;1204.19;14;16858.66;13654.92;3203.74;Road;3;Credit Card;Import;Samsung Vietnam;WH-HN-02;10;4.3
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;10;4;26/10/2021;Hanoi;North;Smartphone;Samsung;Male;43;Standard;462.36;12;5548.32;3616.12;1932.2;Road;6;Bank Transfer;Import;Samsung Vietnam;WH-HN-02;10;3.4
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;4;2;18/04/2021;Ho Chi Minh City;South;Smart TV;Sony;Male;55;Budget;1573.22;11;17305.42;13190.3;4115.12;Road;6;E-Wallet;Export;Digiworld;WH-HCM-01;10;4.9
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;11;4;09/11/2021;Ho Chi Minh City;South;Smartphone;Apple;Female;35;Standard;941.24;4;3764.96;2271.37;1493.59;Road;7;Bank Transfer;Export;Foxconn Vietnam;WH-HN-02;5;4.8
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;4;2;12/04/2021;Hanoi;North;Tablet;Apple;Female;36;Standard;759.75;16;12156.0;8684.7;3471.3;Air;2;Bank Transfer;Import;Viettel Store;WH-HCM-01;8;3.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;1;1;22/01/2021;Hanoi;North;Smartphone;Samsung;Male;20;Standard;670.96;10;6709.6;4980.42;1729.18;Road;6;E-Wallet;Export;Samsung Vietnam;WH-HCM-01;10;3.3
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;9;3;25/09/2021;Bien Hoa;South;Laptop;Lenovo;Male;30;Enterprise;626.98;19;11912.62;8827.09;3085.53;Road;5;Bank Transfer;Export;Intel Vietnam;WH-HN-02;5;4.7
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;4;2;07/04/2021;Nha Trang;Central;Laptop;Asus;Male;21;Standard;1191.78;16;19068.48;15526.45;3542.03;Air;2;Credit Card;Export;LG Vietnam;WH-DN-03;8;3.2
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;4;2;03/04/2021;Ho Chi Minh City;South;Electronic Components;Foxconn;Male;22;Standard;406.17;17;6904.89;5713.02;1191.87;Air;2;Cash;Export;Digiworld;WH-HCM-01;5;4.7
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;1;1;20/01/2021;Nha Trang;Central;Gaming;MSI;Male;57;Standard;2359.49;6;14156.94;11197.98;2958.96;Road;4;E-Wallet;Import;Foxconn Vietnam;WH-DN-03;5;4.8
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;1;1;25/01/2021;Ho Chi Minh City;South;Tablet;Apple;Male;45;Standard;484.79;19;9211.01;6904.81;2306.2;Sea;19;E-Wallet;Import;Samsung Vietnam;WH-HN-02;5;4.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;5;2;12/05/2021;Can Tho;South;Gaming;Asus;Male;56;Budget;1541.24;2;3082.48;1975.63;1106.85;Sea;13;Credit Card;Import;LG Vietnam;WH-HCM-01;8;3.7
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;9;3;09/09/2021;Hanoi;North;Smart TV;Samsung;Female;39;Budget;535.61;1;535.61;381.99;153.62;Air;3;Bank Transfer;Export;Samsung Vietnam;WH-HN-02;8;4.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;12;4;08/12/2021;Hai Phong;North;Gaming;Acer;Female;28;Premium;1203.54;2;2407.08;1589.9;817.18;Air;1;Cash;Import;Intel Vietnam;WH-HCM-01;8;4.8
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;8;3;18/08/2021;Nha Trang;Central;Electronic Components;Intel;Male;51;Premium;262.6;13;3413.8;2212.34;1201.46;Road;7;Bank Transfer;Export;Samsung Vietnam;WH-DN-03;5;3.3
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;12;4;09/12/2021;Hanoi;North;Audio Devices;JBL;Female;45;Standard;357.45;5;1787.25;1428.35;358.9;Road;7;Bank Transfer;Export;Digiworld;WH-DN-03;10;4.9
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;3;1;02/03/2021;Hanoi;North;Smartphone;Oppo;Female;45;Budget;1143.68;11;12580.48;8583.34;3997.14;Air;2;Cash;Export;Samsung Vietnam;WH-HN-02;10;4.7
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;3;1;02/03/2021;Da Nang;Central;Laptop;Asus;Male;38;Premium;1260.93;8;10087.44;6720.74;3366.7;Air;3;E-Wallet;Export;FPT Retail;WH-DN-03;10;4.1
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;5;2;28/05/2021;Da Nang;Central;Smartphone;Samsung;Male;28;Standard;430.38;2;860.76;568.68;292.08;Air;2;Credit Card;Import;LG Vietnam;WH-DN-03;8;4.2
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;5;2;14/05/2021;Ho Chi Minh City;South;Smartphone;Xiaomi;Female;55;Standard;1061.42;4;4245.68;3508.37;737.31;Road;3;Credit Card;Import;Samsung Vietnam;WH-HCM-01;8;3.7
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;6;2;09/06/2021;Ho Chi Minh City;South;Laptop;Lenovo;Female;38;Standard;1756.48;17;29860.16;21411.09;8449.07;Air;3;E-Wallet;Export;Digiworld;WH-DN-03;8;4.6
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;415.396.346.544.198;2021;9;3;19/09/2021;Hanoi;North;Laptop;Dell;Male;41;Premium;555.23;18;9994.14;6745.98;3248.16;Air;1;Bank Transfer;Import;Foxconn Vietnam;WH-HN-02;8;3.2
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;417.401.040.421.189;2020;10;4;11/10/2020;Ho Chi Minh City;South;Smartphone;Samsung;Male;21;Budget;1115.85;13;14506.05;9240.03;5266.02;Road;7;Bank Transfer;Import;Digiworld;WH-HCM-01;8;4.3
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;417.401.040.421.189;2020;11;4;04/11/2020;Hanoi;North;Smart TV;LG;Female;51;Standard;1226.96;5;6134.8;5198.57;936.23;Air;2;E-Wallet;Export;Intel Vietnam;WH-HCM-01;8;4.9
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;417.401.040.421.189;2020;5;2;03/05/2020;Bien Hoa;South;Laptop;Dell;Female;56;Standard;1351.31;7;9459.17;6556.8;2902.37;Road;6;Bank Transfer;Export;Viettel Store;WH-DN-03;10;4.7
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;417.401.040.421.189;2020;12;4;08/12/2020;Hanoi;North;Smartphone;Samsung;Male;30;Premium;557.66;17;9480.22;6987.43;2492.79;Road;7;Credit Card;Export;LG Vietnam;WH-HN-02;5;3.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;417.401.040.421.189;2020;9;3;09/09/2020;Ho Chi Minh City;South;Laptop;Lenovo;Female;21;Budget;1500.32;15;22504.8;18570.86;3933.94;Air;3;E-Wallet;Export;Foxconn Vietnam;WH-DN-03;10;4.6
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;417.401.040.421.189;2020;2;1;22/02/2020;Hanoi;North;Audio Devices;JBL;Male;58;Budget;256.41;13;3333.33;2329.4;1003.93;Road;6;E-Wallet;Import;Viettel Store;WH-HCM-01;5;4.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;417.401.040.421.189;2020;11;4;22/11/2020;Hai Phong;North;Gaming;MSI;Female;42;Premium;2665.46;4;10661.84;7981.66;2680.18;Sea;10;Cash;Import;Viettel Store;WH-DN-03;8;4.6
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;417.401.040.421.189;2020;5;2;27/05/2020;Da Nang;Central;Laptop;Dell;Female;31;Enterprise;1815.45;10;18154.5;13506.54;4647.96;Road;5;Cash;Export;Samsung Vietnam;WH-HCM-01;10;3.1
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;417.401.040.421.189;2020;4;2;26/04/2020;Da Nang;Central;Laptop;Asus;Male;37;Standard;2459.62;1;2459.62;1755.97;703.65;Sea;12;Credit Card;Export;FPT Retail;WH-HCM-01;10;3.4
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;417.401.040.421.189;2020;11;4;22/11/2020;Nha Trang;Central;Audio Devices;JBL;Female;47;Standard;514.09;19;9767.71;8044.85;1722.86;Road;4;Credit Card;Export;Intel Vietnam;WH-HN-02;10;3.5
Vietnam;HighTech_Exports;TX.VAL.TECH.MF.ZS;417.401.040.421.189;2020;10;4;04/10/2020;Ho Chi Minh City;South;Smartphone;Apple;Female;24;Budget;957.48;17;16277.16;11129.0;5148.16;Road;3;Credit Card;Export;Foxconn Vietnam;WH-HN-02;8;4.3
