Order_ID,Customer_ID,Product_ID,Quantity,Unit_Price,Discount_Rate,VAT,Shipping_Fee,Revenue
DH2021009901,KH00054,SP018,1,390000,0,38000,30000,446000
DH2021000341,KH00436,SP020,1,1190000,0,95000,30000,1077000
DH2021005387,KH00169,SP012,1,1590000,0,154000,25000,1721000
DH2021007181,KH00001,SP017,3,3290000,0,957000,30000,10561000
DH2021005510,KH00056,SP011,8,3990000,0,2554000,25000,28115000
DH2021000903,KH00003,SP016,3,11990000,0,3165000,18000,34837000
DH2021004208,KH00030,SP004,1,16990000,0,1648000,30000,18158000
DH2021006656,KH00016,SP017,10,3290000,0,3290000,35000,36225000
DH2021002581,KH00023,SP010,1,12990000,0,1260000,30000,13890000
DH2021004205,KH00655,SP020,1,1190000,0,107000,35000,1213000
DH2021006338,KH00062,SP009,1,15990000,0,1519000,25000,16734000
DH2021000435,KH00001,SP025,1,4290000,0,343000,28000,3803000
DH2021001036,KH00585,SP003,2,19990000,0,3518000,25000,38725000
DH2021008273,KH00001,SP006,2,7990000,0,1518000,22000,16721000
DH2021008354,KH00575,SP012,6,1590000,0,763000,28000,8423000
DH2021003311,KH00163,SP011,1,3990000,0,399000,35000,4424000
DH2021007216,KH00007,SP012,2,1590000,0,318000,40000,3538000
DH2021007672,KH00001,SP021,3,350000,0,105000,22000,1177000
DH2021008914,KH00003,SP024,1,5490000,0,549000,25000,6064000
DH2021000833,KH00006,SP001,1,4590000,0,459000,45000,5094000
DH2021003199,KH01757,SP014,2,1190000,0,238000,28000,2646000
DH2021004132,KH00014,SP004,2,16990000,0,3058000,30000,33670000
DH2021006091,KH00138,SP010,8,12990000,0,10080000,45000,110927000
DH2021001397,KH00170,SP026,2,990000,0,198000,18000,2196000
DH2021004211,KH00001,SP016,1,11990000,0,1139000,40000,12569000
DH2021005699,KH00079,SP017,1,3290000,0,296000,30000,3287000
DH2021006329,KH00010,SP025,1,4290000,0,365000,35000,4046000
DH2021006754,KH00004,SP012,1,1590000,0,143000,28000,1602000
DH2021008493,KH00003,SP011,1,3990000,0,359000,40000,3990000
DH2021000123,KH00065,SP016,1,11990000,0,1079000,22000,11892000
DH2021001575,KH00002,SP002,1,18990000,0,1804000,25000,19869000
DH2021002290,KH00057,SP025,2,4290000,0,832000,45000,9200000
DH2021005424,KH00353,SP021,1,350000,0,33000,22000,387000
DH2021005691,KH00014,SP012,3,1590000,0,477000,25000,5272000
DH2021008119,KH00001,SP017,2,3290000,0,559000,22000,6174000
DH2021000791,KH00001,SP002,5,18990000,0,7596000,45000,83601000
DH2021001862,KH00003,SP011,1,3990000,0,351000,22000,3884000
DH2021003633,KH00052,SP006,1,7990000,0,799000,30000,8819000
DH2021003884,KH00005,SP011,1,3990000,0,399000,18000,4407000
DH2021009911,KH00001,SP011,8,3990000,0,2554000,45000,28135000
DH2021001616,KH00522,SP016,1,11990000,0,1163000,28000,12821000
DH2021002626,KH00004,SP019,1,690000,0,62000,45000,728000
DH2021007278,KH00062,SP012,3,1590000,0,444000,18000,4898000
DH2021007687,KH00001,SP020,1,1190000,0,119000,18000,1327000
DH2021008104,KH00041,SP015,1,7990000,0,775000,30000,8555000
DH2021000429,KH00064,SP024,2,5490000,0,1043000,40000,11514000
DH2021000630,KH00023,SP022,1,190000,0,18000,22000,224000
DH2021001502,KH00001,SP004,5,16990000,0,8070000,45000,88817000
DH2021001576,KH00032,SP009,4,15990000,0,5948000,25000,65456000
DH2021003264,KH00005,SP015,1,7990000,0,799000,30000,8819000
DH2021003733,KH00001,SP009,3,15990000,0,4797000,40000,52807000
DH2021007338,KH00029,SP009,2,15990000,0,2878000,40000,31700000
DH2021001943,KH00280,SP010,5,12990000,0,6495000,40000,71485000
DH2021002187,KH00008,SP013,2,990000,0,168000,30000,1881000
DH2021005009,KH00176,SP023,1,5990000,0,569000,22000,6281000
DH2021006282,KH00002,SP007,1,23990000,0,1919000,25000,21136000
DH2021007724,KH00101,SP020,1,1190000,0,113000,25000,1268000
DH2021008234,KH00020,SP016,1,11990000,0,1199000,22000,13211000
DH2021000252,KH00001,SP006,1,7990000,0,743000,25000,8199000
DH2021004503,KH00002,SP018,2,390000,0,66000,45000,774000
DH2021004728,KH00136,SP024,3,5490000,0,1400000,30000,15430000
DH2021009037,KH00011,SP007,4,23990000,0,9596000,22000,105578000
DH2021000197,KH00026,SP014,2,1190000,0,226000,30000,2517000
DH2021002491,KH00001,SP001,5,4590000,0,2180000,40000,24022000
DH2021005179,KH00018,SP024,1,5490000,0,483000,25000,5339000
DH2021006897,KH00003,SP013,1,990000,0,99000,30000,1119000
DH2021001249,KH00015,SP020,2,1190000,0,214000,22000,2378000
DH2021002847,KH00069,SP018,3,390000,0,105000,40000,1198000
DH2021005624,KH00001,SP001,1,4590000,0,459000,35000,5084000
DH2021006571,KH00468,SP006,2,7990000,0,1358000,18000,14959000
DH2021009350,KH00007,SP005,1,4990000,0,424000,28000,4694000
DH2021002778,KH00010,SP025,4,4290000,0,1716000,22000,18898000
DH2021000315,KH02049,SP013,2,990000,0,198000,25000,2203000
DH2021002251,KH00018,SP015,1,7990000,0,799000,30000,8819000
DH2021004028,KH00001,SP011,5,3990000,0,1935000,45000,21332000
DH2021006636,KH00050,SP024,5,5490000,0,2553000,22000,28103000
DH2021002266,KH00001,SP013,1,990000,0,96000,18000,1074000
DH2021003265,KH00141,SP013,1,990000,0,99000,35000,1124000
DH2021004837,KH00001,SP013,8,990000,0,713000,25000,7866000
DH2021006074,KH00002,SP006,3,7990000,0,2397000,22000,26389000
DH2021002352,KH00001,SP022,1,190000,0,15000,28000,195000
DH2021002576,KH00047,SP023,2,5990000,0,1162000,30000,12813000
DH2021002875,KH00141,SP022,1,190000,0,19000,40000,249000
DH2021003349,KH00001,SP004,1,16990000,0,1359000,30000,14981000
DH2021005701,KH01153,SP008,3,13990000,0,3903000,25000,42960000
DH2021006550,KH00079,SP024,2,5490000,0,878000,35000,9697000
DH2021007473,KH00040,SP025,1,4290000,0,386000,18000,4265000
DH2021008994,KH00007,SP010,6,12990000,0,6625000,18000,72892000
DH2021009159,KH00020,SP011,2,3990000,0,774000,22000,8537000
DH2021000485,KH00008,SP004,2,16990000,0,3398000,30000,37408000
DH2021003322,KH00200,SP011,1,3990000,0,399000,40000,4429000
DH2021003854,KH00017,SP013,1,990000,0,92000,30000,1043000
DH2021004109,KH00075,SP023,1,5990000,0,539000,22000,5952000
DH2021004958,KH00059,SP021,5,350000,0,170000,25000,1893000
DH2021008767,KH00008,SP011,1,3990000,0,399000,45000,4434000
DH2021009494,KH00010,SP007,1,23990000,0,2111000,45000,23267000
DH2021000275,KH00016,SP001,1,4590000,0,459000,35000,5084000
DH2021000360,KH00001,SP007,1,23990000,0,1919000,28000,21139000
DH2021001017,KH00006,SP003,1,19990000,0,1939000,28000,21357000
DH2021006406,KH00008,SP012,4,1590000,0,509000,45000,5642000
DH2021007430,KH00002,SP018,2,390000,0,78000,35000,893000
DH2021008046,KH01246,SP023,2,5990000,0,1198000,25000,13203000
DH2021002841,KH00004,SP022,2,190000,0,32000,40000,395000
DH2021006940,KH00058,SP023,10,5990000,0,5391000,35000,59336000
DH2021008505,KH00144,SP012,1,1590000,0,159000,25000,1774000
DH2021003454,KH00004,SP020,1,1190000,0,101000,22000,1135000
DH2021007325,KH00001,SP006,3,7990000,0,2397000,25000,26392000
DH2021008473,KH00004,SP004,2,16990000,0,2718000,45000,29947000
DH2021000378,KH00001,SP002,3,18990000,0,5526000,18000,60805000
DH2021003939,KH00007,SP002,1,18990000,0,1899000,28000,20917000
DH2021006650,KH00001,SP021,1,350000,0,30000,18000,346000
DH2021007923,KH00022,SP015,1,7990000,0,639000,40000,7071000
DH2021008118,KH00013,SP002,1,18990000,0,1842000,25000,20287000
DH2021000454,KH00011,SP021,3,350000,0,94000,45000,1084000
DH2021002232,KH00017,SP007,3,23990000,0,6981000,22000,76814000
DH2021001328,KH00003,SP012,2,1590000,0,302000,25000,3348000
DH2021002308,KH01576,SP021,6,350000,0,178000,45000,2008000
DH2021006989,KH01470,SP010,2,12990000,0,2338000,35000,25755000
DH2021007617,KH00010,SP026,3,990000,0,297000,22000,3289000
DH2021001837,KH00002,SP010,1,12990000,0,1299000,28000,14317000
DH2021002784,KH00001,SP006,3,7990000,0,2109000,25000,23228000
DH2021003870,KH00001,SP014,1,1190000,0,119000,40000,1349000
DH2021004820,KH00001,SP016,8,11990000,0,7674000,22000,84432000
DH2021004833,KH00004,SP019,2,690000,0,117000,22000,1312000
DH2021005108,KH00001,SP008,2,13990000,0,2798000,40000,30818000
DH2021005798,KH00002,SP026,3,990000,0,297000,22000,3289000
DH2021000014,KH00002,SP023,1,5990000,0,569000,35000,6294000
DH2021005759,KH00004,SP023,1,5990000,0,539000,18000,5948000
DH2021008102,KH00003,SP016,1,11990000,0,959000,35000,10586000
DH2021009035,KH00001,SP005,4,4990000,0,1756000,30000,19351000
DH2021002450,KH00007,SP013,3,990000,0,297000,40000,3307000
DH2021003155,KH00002,SP001,4,4590000,0,1469000,28000,16185000
DH2021003345,KH00006,SP026,1,990000,0,99000,18000,1107000
DH2021004899,KH00010,SP007,1,23990000,0,2327000,45000,25642000
DH2021006230,KH00229,SP021,2,350000,0,70000,30000,800000
DH2021008070,KH00060,SP001,2,4590000,0,918000,28000,10126000
DH2021001246,KH00050,SP003,2,19990000,0,3998000,28000,44006000
DH2021004083,KH00001,SP017,1,3290000,0,263000,25000,2920000
DH2021006703,KH00082,SP008,3,13990000,0,3903000,22000,42957000
DH2021006808,KH01694,SP006,1,7990000,0,719000,28000,7938000
DH2021007736,KH00001,SP022,1,190000,0,15000,40000,207000
DH2021007805,KH00126,SP004,1,16990000,0,1648000,40000,18168000
DH2021003813,KH00022,SP014,1,1190000,0,119000,45000,1354000
DH2021006168,KH00001,SP018,1,390000,0,35000,35000,421000
DH2021007998,KH00554,SP009,2,15990000,0,2558000,25000,28167000
DH2021008765,KH02013,SP006,1,7990000,0,679000,25000,7496000
DH2021003417,KH00666,SP001,2,4590000,0,808000,22000,8908000
DH2021006281,KH00007,SP024,1,5490000,0,439000,35000,4866000
DH2021004504,KH00003,SP014,1,1190000,0,105000,40000,1192000
DH2021004531,KH00007,SP020,4,1190000,0,381000,18000,4207000
DH2021006128,KH00001,SP016,4,11990000,0,4796000,18000,52774000
DH2021009192,KH00005,SP004,2,16990000,0,3398000,25000,37403000
DH2021006596,KH00460,SP015,2,7990000,0,1406000,28000,15496000
DH2021008308,KH00002,SP024,2,5490000,0,1098000,40000,12118000
DH2021001435,KH00003,SP023,1,5990000,0,599000,30000,6619000
DH2021005891,KH00003,SP007,3,23990000,0,5758000,40000,63374000
DH2021006605,KH00002,SP012,1,1590000,0,159000,45000,1794000
DH2021008510,KH00005,SP014,3,1190000,0,286000,28000,3170000
DH2021008788,KH00588,SP024,2,5490000,0,1098000,45000,12123000
DH2021001792,KH00001,SP009,2,15990000,0,3198000,22000,35200000
DH2021002596,KH00598,SP003,4,19990000,0,7756000,25000,85342000
DH2021006964,KH00001,SP017,2,3290000,0,579000,30000,6399000
DH2021007116,KH00001,SP022,1,190000,0,17000,45000,233000
DH2021007280,KH00005,SP010,1,12990000,0,1234000,45000,13619000
DH2021004082,KH00003,SP006,5,7990000,0,3995000,22000,43967000
DH2021004642,KH00422,SP006,1,7990000,0,799000,25000,8814000
DH2021008076,KH00011,SP018,3,390000,0,105000,35000,1193000
DH2021000559,KH00001,SP010,2,12990000,0,2468000,25000,27174000
DH2021004673,KH00003,SP025,1,4290000,0,365000,45000,4056000
DH2021005211,KH00001,SP022,2,190000,0,33000,30000,397000
DH2021007246,KH00011,SP023,1,5990000,0,599000,30000,6619000
DH2021009158,KH00068,SP017,4,3290000,0,1316000,45000,14521000
DH2021000738,KH00001,SP014,1,1190000,0,119000,25000,1334000
DH2021001918,KH00001,SP006,1,7990000,0,743000,25000,8199000
DH2021008705,KH00173,SP018,4,390000,0,145000,40000,1636000
DH2021008746,KH00413,SP014,2,1190000,0,226000,18000,2505000
DH2021008799,KH00004,SP003,1,19990000,0,1999000,35000,22024000
DH2021009777,KH00116,SP011,2,3990000,0,718000,18000,7918000
DH2021001213,KH00022,SP024,3,5490000,0,1647000,45000,18162000
DH2021003219,KH00041,SP020,2,1190000,0,238000,22000,2640000
DH2021004745,KH00029,SP003,2,19990000,0,3998000,40000,44018000
DH2021008501,KH00017,SP026,1,990000,0,99000,25000,1114000
DH2021008974,KH00025,SP025,1,4290000,0,365000,40000,4051000
DH2021006544,KH00008,SP025,2,4290000,0,815000,28000,8994000
DH2021006992,KH00243,SP013,2,990000,0,198000,18000,2196000
DH2021007073,KH00011,SP005,1,4990000,0,424000,18000,4684000
DH2021007725,KH00001,SP025,2,4290000,0,858000,45000,9483000
DH2021009199,KH00001,SP010,1,12990000,0,1104000,18000,12164000
DH2021002791,KH02593,SP020,1,1190000,0,119000,18000,1327000
DH2021002796,KH00043,SP017,3,3290000,0,869000,30000,9585000
DH2021004495,KH00105,SP022,1,190000,0,18000,40000,242000
DH2021005466,KH00034,SP020,1,1190000,0,105000,28000,1180000
DH2021005826,KH00007,SP011,1,3990000,0,371000,22000,4104000
DH2021006258,KH02552,SP019,8,690000,0,552000,45000,6117000
DH2021007060,KH00001,SP018,1,390000,0,33000,22000,387000
DH2021005621,KH00004,SP010,2,12990000,0,2078000,30000,22892000
DH2021005907,KH00002,SP022,4,190000,0,76000,22000,858000
DH2021003291,KH00110,SP014,1,1190000,0,95000,22000,1069000
DH2021006131,KH00009,SP014,1,1190000,0,119000,28000,1337000
DH2021002815,KH00002,SP005,2,4990000,0,798000,18000,8800000
DH2021008251,KH00277,SP012,2,1590000,0,318000,18000,3516000
DH2021008513,KH00678,SP020,5,1190000,0,506000,30000,5594000
DH2021004884,KH00001,SP020,1,1190000,0,101000,28000,1141000
DH2021007516,KH00006,SP023,1,5990000,0,539000,45000,5975000
DH2021004270,KH00944,SP018,2,390000,0,78000,22000,880000
DH2021005385,KH00077,SP015,1,7990000,0,639000,28000,7059000
DH2021002588,KH00003,SP023,1,5990000,0,557000,35000,6163000
DH2021004588,KH01124,SP023,1,5990000,0,557000,30000,6158000
DH2021006450,KH00004,SP016,2,11990000,0,2398000,40000,26418000
DH2021006627,KH00012,SP022,3,190000,0,51000,30000,594000
DH2021007894,KH00056,SP019,1,690000,0,69000,40000,799000
DH2021001334,KH00017,SP021,1,350000,0,32000,25000,382000
DH2021002551,KH00168,SP018,2,390000,0,78000,18000,876000
DH2021003111,KH00011,SP026,5,990000,0,480000,25000,5307000
DH2021003190,KH00764,SP003,3,19990000,0,5697000,25000,62694000
DH2021000985,KH00237,SP019,4,690000,0,221000,28000,2457000
DH2021006973,KH00001,SP023,1,5990000,0,557000,22000,6150000
DH2021001407,KH00001,SP015,4,7990000,0,2812000,25000,30962000
DH2021002205,KH00019,SP010,2,12990000,0,2598000,18000,28596000
DH2021007277,KH00153,SP012,6,1590000,0,763000,18000,8413000
DH2021008849,KH00003,SP012,1,1590000,0,159000,28000,1777000
DH2021002954,KH01142,SP024,3,5490000,0,1647000,28000,18145000
DH2021005994,KH00015,SP002,1,18990000,0,1899000,22000,20911000
DH2021006418,KH00007,SP014,3,1190000,0,357000,45000,3972000
DH2021007135,KH01198,SP021,5,350000,0,175000,40000,1965000
DH2021007940,KH00001,SP010,2,12990000,0,2598000,30000,28608000
DH2021009060,KH00003,SP019,6,690000,0,414000,22000,4576000
DH2021000508,KH00001,SP004,2,16990000,0,3058000,30000,33670000
DH2021000858,KH00005,SP016,1,11990000,0,1019000,35000,11246000
DH2021005548,KH00003,SP007,2,23990000,0,4798000,25000,52803000
DH2021006467,KH00003,SP014,1,1190000,0,105000,28000,1180000
DH2021002377,KH00099,SP021,1,350000,0,35000,45000,430000
DH2021007170,KH00004,SP002,3,18990000,0,5697000,28000,62695000
DH2021008618,KH00023,SP013,2,990000,0,174000,28000,1944000
DH2021009722,KH00025,SP014,2,1190000,0,238000,28000,2646000
DH2021002559,KH00003,SP020,1,1190000,0,101000,40000,1153000
DH2021008074,KH00001,SP013,1,990000,0,87000,28000,986000
DH2021001252,KH00010,SP017,1,3290000,0,263000,40000,2935000
DH2021004838,KH00035,SP016,1,11990000,0,1115000,35000,12301000
DH2021007636,KH00002,SP020,3,1190000,0,346000,22000,3831000
DH2021009427,KH00003,SP017,2,3290000,0,625000,25000,6901000
DH2021009571,KH00019,SP017,1,3290000,0,329000,18000,3637000
DH2021001443,KH02361,SP022,1,190000,0,19000,18000,227000
DH2021004238,KH00002,SP023,1,5990000,0,599000,22000,6611000
DH2021004855,KH00003,SP020,3,1190000,0,332000,25000,3677000
DH2021006302,KH00005,SP001,2,4590000,0,780000,30000,8613000
DH2021008031,KH00011,SP021,1,350000,0,34000,25000,399000
DH2021004417,KH01969,SP014,1,1190000,0,101000,22000,1135000
DH2021007028,KH00418,SP017,2,3290000,0,658000,45000,7283000
DH2021007454,KH00001,SP007,2,23990000,0,4318000,40000,47540000
DH2021000925,KH00001,SP017,2,3290000,0,658000,45000,7283000
DH2021003645,KH00001,SP015,1,7990000,0,775000,22000,8547000
DH2021004231,KH00001,SP014,2,1190000,0,221000,18000,2452000
DH2021006036,KH00417,SP025,1,4290000,0,429000,40000,4759000
DH2021009336,KH00002,SP015,1,7990000,0,679000,25000,7496000
DH2021000097,KH00003,SP023,1,5990000,0,599000,18000,6607000
DH2021002854,KH00040,SP022,1,190000,0,19000,22000,231000
DH2021002161,KH00006,SP015,1,7990000,0,743000,18000,8192000
DH2021003004,KH00029,SP017,1,3290000,0,306000,25000,3391000
DH2021005124,KH00390,SP024,1,5490000,0,549000,35000,6074000
DH2021001260,KH00014,SP008,3,13990000,0,4071000,45000,44827000
DH2021009132,KH00001,SP012,8,1590000,0,1234000,30000,13602000
DH2021000149,KH00007,SP024,6,5490000,0,2965000,28000,32639000
DH2021005847,KH00003,SP018,3,390000,0,117000,18000,1305000
DH2021006314,KH00010,SP019,3,690000,0,207000,25000,2302000
DH2021002013,KH00011,SP018,2,390000,0,78000,40000,898000
DH2021007265,KH00003,SP023,1,5990000,0,527000,45000,5843000
DH2021002351,KH00001,SP007,1,23990000,0,2327000,22000,25619000
DH2021000105,KH00102,SP014,1,1190000,0,119000,22000,1331000
DH2021000745,KH00025,SP006,2,7990000,0,1598000,35000,17613000
DH2021001990,KH00006,SP023,1,5990000,0,557000,40000,6168000
DH2021002483,KH00339,SP006,2,7990000,0,1550000,40000,17091000
DH2021002937,KH00001,SP026,3,990000,0,261000,40000,2915000
DH2021003798,KH00006,SP021,1,350000,0,33000,22000,387000
DH2021004326,KH00005,SP023,1,5990000,0,527000,28000,5826000
DH2021004537,KH00001,SP021,1,350000,0,35000,22000,407000
DH2021007196,KH00019,SP014,10,1190000,0,1012000,30000,11157000
DH2021001215,KH00001,SP012,2,1590000,0,296000,45000,3298000
DH2021008527,KH00001,SP010,2,12990000,0,2468000,18000,27167000
DH2021001133,KH00076,SP003,2,19990000,0,3998000,25000,44003000
DH2021002683,KH00049,SP003,2,19990000,0,3998000,35000,44013000
DH2021003511,KH00001,SP015,2,7990000,0,1406000,28000,15496000
DH2021004491,KH00002,SP025,6,4290000,0,2188000,18000,24085000
DH2021004746,KH00007,SP006,2,7990000,0,1406000,28000,15496000
DH2021004910,KH00008,SP001,1,4590000,0,436000,40000,4836000
DH2021005035,KH00048,SP018,1,390000,0,33000,25000,390000
DH2021005637,KH00009,SP012,4,1590000,0,604000,40000,6686000
DH2021006461,KH00001,SP006,2,7990000,0,1438000,45000,15865000
DH2021008209,KH00005,SP013,1,990000,0,99000,22000,1111000
DH2021000740,KH00015,SP015,2,7990000,0,1550000,40000,17091000
DH2021001066,KH00003,SP026,3,990000,0,267000,30000,2970000
DH2021003318,KH00012,SP012,2,1590000,0,254000,40000,2838000
DH2021004769,KH00014,SP007,4,23990000,0,8636000,35000,95035000
DH2021005775,KH00017,SP002,6,18990000,0,10824000,25000,119092000
DH2021000753,KH00001,SP009,3,15990000,0,4557000,22000,50151000
DH2021001509,KH00052,SP011,1,3990000,0,399000,28000,4417000
DH2021002201,KH00003,SP017,1,3290000,0,280000,25000,3101000
DH2021002971,KH00070,SP012,2,1590000,0,318000,18000,3516000
DH2021003113,KH01005,SP026,1,990000,0,89000,35000,1015000
DH2021005530,KH00038,SP024,3,5490000,0,1482000,22000,16327000
DH2021008617,KH00312,SP026,2,990000,0,198000,28000,2206000
DH2021009090,KH00001,SP024,3,5490000,0,1647000,22000,18139000
DH2021009501,KH00001,SP015,1,7990000,0,743000,25000,8199000
DH2021000989,KH00002,SP012,1,1590000,0,127000,28000,1427000
DH2021001022,KH00001,SP015,1,7990000,0,799000,35000,8824000
DH2021001424,KH00005,SP015,2,7990000,0,1278000,40000,14102000
DH2021001677,KH00124,SP023,1,5990000,0,581000,28000,6419000
DH2021003202,KH00016,SP010,3,12990000,0,3312000,35000,36471000
DH2021006590,KH00001,SP005,4,4990000,0,1996000,45000,22001000
DH2021006804,KH00010,SP022,1,190000,0,17000,22000,206000
DH2021000487,KH00005,SP022,1,190000,0,16000,45000,223000
DH2021002955,KH00045,SP007,1,23990000,0,2399000,28000,26417000
DH2021004242,KH00081,SP019,4,690000,0,276000,45000,3081000
DH2021004291,KH00005,SP020,8,1190000,0,838000,18000,9234000
DH2021004420,KH00002,SP025,1,4290000,0,399000,28000,4417000
DH2021000405,KH00018,SP014,1,1190000,0,107000,40000,1218000
DH2021003975,KH00001,SP016,3,11990000,0,2878000,25000,31679000
DH2021004945,KH00010,SP006,2,7990000,0,1598000,40000,17618000
DH2021005625,KH00030,SP022,4,190000,0,74000,28000,839000
DH2021005896,KH00001,SP004,3,16990000,0,4740000,30000,52172000
DH2021004690,KH00021,SP012,2,1590000,0,296000,30000,3283000
DH2021005769,KH00001,SP015,2,7990000,0,1598000,25000,17603000
DH2021002304,KH00009,SP011,1,3990000,0,399000,30000,4419000
DH2021002885,KH00008,SP021,1,350000,0,31000,40000,379000
DH2021003946,KH00023,SP018,1,390000,0,36000,22000,421000
DH2021004560,KH00076,SP009,2,15990000,0,2974000,30000,32745000
DH2021005909,KH00012,SP024,1,5490000,0,467000,28000,5161000
DH2021000344,KH00049,SP008,1,13990000,0,1357000,28000,14955000
DH2021001492,KH00085,SP002,4,18990000,0,7064000,45000,77752000
DH2021001749,KH00001,SP008,5,13990000,0,6995000,35000,76980000
DH2021004133,KH00005,SP023,1,5990000,0,527000,28000,5826000
DH2021005967,KH00003,SP007,6,23990000,0,14394000,30000,158364000
DH2021008318,KH00019,SP017,2,3290000,0,559000,40000,6192000
DH2021000766,KH00001,SP017,2,3290000,0,526000,18000,5808000
DH2021002942,KH00001,SP014,1,1190000,0,107000,30000,1208000
DH2021005185,KH00001,SP023,1,5990000,0,599000,28000,6617000
DH2021005627,KH00001,SP002,2,18990000,0,3418000,35000,37635000
DH2021009356,KH02598,SP023,1,5990000,0,509000,30000,5631000
DH2021000829,KH00049,SP022,1,190000,0,18000,22000,224000
DH2021001885,KH00001,SP008,1,13990000,0,1399000,22000,15411000
DH2021004778,KH00001,SP026,5,990000,0,495000,28000,5473000
DH2021004959,KH00002,SP025,2,4290000,0,815000,35000,9001000
DH2021007412,KH00001,SP019,1,690000,0,55000,25000,632000
DH2021007729,KH00052,SP010,2,12990000,0,2338000,18000,25738000
DH2021000108,KH00002,SP025,2,4290000,0,858000,30000,9468000
DH2021001953,KH00586,SP018,1,390000,0,34000,28000,405000
DH2021003770,KH00022,SP007,1,23990000,0,2279000,45000,25114000
DH2021005435,KH01153,SP015,2,7990000,0,1598000,25000,17603000
DH2021005540,KH00010,SP018,1,390000,0,31000,40000,383000
DH2021008215,KH00394,SP020,5,1190000,0,506000,18000,5582000
DH2021009444,KH00001,SP023,4,5990000,0,2228000,18000,24529000
DH2021000198,KH00009,SP025,1,4290000,0,416000,28000,4605000
DH2021001403,KH00169,SP009,3,15990000,0,4077000,40000,44891000
DH2021003033,KH01090,SP014,2,1190000,0,214000,30000,2386000
DH2021003686,KH00002,SP011,1,3990000,0,387000,28000,4285000
DH2021004799,KH00395,SP003,1,19990000,0,1999000,40000,22029000
DH2021004983,KH00018,SP009,1,15990000,0,1599000,18000,17607000
DH2021005206,KH00077,SP017,5,3290000,0,1448000,40000,15964000
DH2021005441,KH00001,SP019,2,690000,0,138000,35000,1553000
DH2021005876,KH00195,SP025,1,4290000,0,408000,30000,4514000
DH2021006346,KH00001,SP004,2,16990000,0,3398000,30000,37408000
DH2021008084,KH00040,SP018,4,390000,0,151000,45000,1709000
DH2021008151,KH00051,SP010,2,12990000,0,2598000,18000,28596000
DH2021002250,KH00005,SP004,3,16990000,0,5097000,22000,56089000
DH2021003054,KH00001,SP014,3,1190000,0,332000,28000,3680000
DH2021003338,KH00007,SP007,5,23990000,0,9596000,45000,105601000
DH2021004404,KH00003,SP009,5,15990000,0,7995000,28000,87973000
DH2021005044,KH00004,SP025,3,4290000,0,1223000,25000,13474000
DH2021007980,KH00023,SP014,4,1190000,0,381000,25000,4214000
DH2021000422,KH00118,SP019,2,690000,0,110000,35000,1249000
DH2021001904,KH00002,SP026,1,990000,0,96000,18000,1074000
DH2021006416,KH00001,SP019,1,690000,0,67000,35000,771000
DH2021009848,KH00001,SP010,1,12990000,0,1143000,18000,12592000
DH2021008086,KH00031,SP008,2,13990000,0,2462000,18000,27102000
DH2021009445,KH01990,SP001,1,4590000,0,459000,30000,5079000
DH2021000296,KH00032,SP019,1,690000,0,64000,28000,734000
DH2021002303,KH00002,SP012,1,1590000,0,154000,22000,1718000
DH2021003814,KH00042,SP006,1,7990000,0,639000,22000,7053000
DH2021008250,KH00002,SP022,1,190000,0,19000,40000,249000
DH2021008576,KH00104,SP005,1,4990000,0,399000,22000,4413000
DH2021009058,KH00187,SP011,2,3990000,0,638000,40000,7062000
DH2021003949,KH00022,SP014,1,1190000,0,95000,22000,1069000
DH2021004251,KH00002,SP021,1,350000,0,32000,45000,402000
DH2021006001,KH00001,SP004,2,16990000,0,2990000,45000,32937000
DH2021004072,KH00005,SP001,3,4590000,0,1212000,25000,13355000
DH2021004479,KH00039,SP017,1,3290000,0,329000,45000,3664000
DH2021008761,KH00002,SP010,1,12990000,0,1299000,28000,14317000
DH2021001991,KH00001,SP023,1,5990000,0,599000,30000,6619000
DH2021002817,KH00008,SP012,2,1590000,0,270000,30000,3003000
DH2021003258,KH00001,SP025,4,4290000,0,1630000,40000,17972000
DH2021005558,KH00392,SP002,1,18990000,0,1899000,28000,20917000
DH2021005728,KH00001,SP009,1,15990000,0,1599000,25000,17614000
DH2021005875,KH00001,SP017,1,3290000,0,319000,45000,3555000
DH2021006354,KH00016,SP007,1,23990000,0,2279000,45000,25114000
DH2021007242,KH00046,SP014,1,1190000,0,105000,30000,1182000
DH2021008999,KH00001,SP001,1,4590000,0,367000,18000,4057000
DH2021002350,KH00001,SP026,2,990000,0,188000,40000,2109000
DH2021003031,KH00001,SP007,1,23990000,0,2399000,18000,26407000
DH2021008571,KH00003,SP011,1,3990000,0,399000,22000,4411000
DH2021008682,KH00014,SP024,1,5490000,0,439000,40000,4871000
DH2021009041,KH00001,SP009,8,15990000,0,12792000,40000,140752000
DH2021000809,KH00012,SP025,3,4290000,0,1287000,40000,14197000
DH2021001020,KH01216,SP026,5,990000,0,421000,28000,4657000
DH2021003979,KH00129,SP011,1,3990000,0,387000,28000,4285000
DH2021002907,KH00001,SP012,2,1590000,0,270000,22000,2995000
DH2021005412,KH00001,SP006,2,7990000,0,1358000,35000,14976000
DH2021009217,KH00004,SP012,3,1590000,0,429000,30000,4752000
DH2021000107,KH00016,SP013,1,990000,0,84000,40000,966000
DH2021000452,KH00015,SP005,3,4990000,0,1452000,40000,16013000
