Date;Apple;Samsung;Oppo;Xiaomi;Vivo;Nokia;Realme;Unknown;Huawei;Sony;Vsmart;LG;Asus;HTC;Lenovo;Google;Tecno;RIM;Motorola;BBK;Itel;Mobicel;Pantech;Honor;OnePlus;ZTE;Wiko;Infinix;Alcatel;Sharp;Acer;Meizu;Coolpad;Other
2020-01;37.48;29.83;10.92;6.15;0.04;1.97;0.49;1.78;3.75;1.22;0;0.73;0.86;0.53;0.36;0.36;0.01;0.12;0.15;0.24;0.26;1.74;0.04;0.01;0.19;0.02;0.18;0.01;0.02;0.04;0.02;0.09;0.03;0.33
2020-02;34.75;31.56;11.94;5.97;0.04;1.92;0.65;2.31;3.28;1.19;0;0.67;0.79;0.48;0.32;0.37;0.01;0.08;0.19;0.23;0.24;2.01;0.05;0.01;0.15;0.02;0.19;0.01;0.03;0.05;0.02;0.09;0.04;0.35
2020-03;33.34;32.28;12.81;6.31;0.03;1.9;0.73;1.68;3.23;1.24;0;0.62;0.82;0.44;0.32;0.29;0.02;0.08;0.14;0.24;0.29;2.14;0.04;0.01;0.17;0.02;0.22;0.01;0.03;0.05;0.02;0.1;0.04;0.35
2020-04;35.05;31.75;11.79;6.24;0.03;1.66;0.7;1.82;3.03;1.15;0;0.84;0.81;0.58;0.34;0.28;0.01;0.1;0.21;0.21;0.23;2.08;0.03;0.01;0.21;0.03;0.2;0.03;0.01;0.04;0.02;0.11;0.04;0.35
2020-05;41;27.55;10.53;6.94;0.03;1.46;0.71;1.98;3.13;0.95;0;0.61;0.7;0.43;0.31;0.43;0.02;0.09;0.17;0.19;0.15;1.78;0.02;0;0.18;0.02;0.15;0.01;0.01;0.02;0.01;0.11;0.03;0.27
2020-06;38.58;27.66;10.64;9.47;0.06;1.4;0.73;2.14;2.77;0.88;0;0.67;0.64;0.42;0.22;0.56;0.02;0.08;0.17;0.19;0.15;1.86;0.02;0.01;0.14;0.01;0.14;0.01;0.01;0.03;0.01;0.08;0.03;0.22
2020-07;41.12;27.35;9.92;7.88;0.05;1.43;0.76;2.23;2.82;0.85;0;0.66;0.61;0.43;0.21;0.65;0.02;0.07;0.2;0.16;0.12;1.78;0.02;0.01;0.15;0.02;0.11;0.02;0.01;0.04;0.01;0.07;0.01;0.22
2020-08;36.25;30.68;12.14;6.91;0.06;1.37;0.85;2.04;2.89;0.95;0;0.57;0.6;0.34;0.26;0.3;0.03;0.12;0.17;0.19;0.16;2.38;0.02;0.02;0.12;0.02;0.14;0.02;0.02;0.04;0.01;0.08;0.02;0.24
2020-09;31.26;33.23;13.85;7.68;0.04;1.36;1.01;1.52;2.89;0.96;0;0.63;0.56;0.35;0.21;0.28;0.04;0.05;0.16;0.22;0.18;2.77;0.01;0.01;0.14;0.02;0.12;0.03;0.01;0.04;0.01;0.09;0.02;0.24
2020-10;34.83;32.24;12.22;7.7;0.05;1.33;0.96;1.71;2.94;0.95;0;0.64;0.57;0.36;0.22;0.33;0.05;0.07;0.16;0.2;0.13;1.66;0.02;0.01;0.15;0.03;0.1;0.04;0.02;0.04;0;0.06;0.02;0.2
2020-11;36.68;31.47;11.79;7.61;0.06;1.53;1.08;2.19;2.95;0.82;0;0.67;0.59;0.39;0.2;0.39;0.1;0.07;0.23;0.2;0.17;0;0.02;0.01;0.18;0.03;0.09;0.07;0.02;0.04;0;0.07;0.01;0.25
2020-12;34.53;31.38;12.36;7.91;2.51;1.4;1.2;1.5;2.89;0.87;0;0.56;0.57;0.35;0.18;0.36;0.06;0.08;0.18;0.21;0.18;0;0.02;0.01;0.19;0.02;0.1;0.05;0.01;0.04;0.01;0.05;0.01;0.2
2021-01;31.38;32.08;13.07;9.19;3.03;1.26;1.48;1.37;3.01;0.79;0;0.49;0.6;0.29;0.15;0.34;0.05;0.06;0.14;0.18;0.15;0;0.02;0.01;0.19;0.01;0.29;0.08;0.02;0.04;0.01;0.06;0.01;0.16
2021-02;32.1;31.81;13.41;8.59;3.12;1.21;1.49;1.63;2.95;0.82;0;0.48;0.55;0.26;0.18;0.3;0.04;0.09;0.12;0.16;0.13;0;0.02;0.01;0.15;0.01;0.09;0.04;0.01;0.03;0.01;0.04;0.01;0.15
2021-03;34.12;30.84;13.2;8.17;3.18;1.21;1.39;1.5;2.66;0.81;0;0.54;0.51;0.33;0.18;0.28;0.03;0.09;0.12;0.18;0.12;0;0.01;0.01;0.15;0.02;0.08;0.04;0.01;0.03;0;0.05;0.01;0.13
2021-04;36.06;29.96;12.62;8.27;3.12;1.18;1.46;1.37;2.57;0.7;0;0.48;0.48;0.23;0.14;0.31;0.04;0.06;0.16;0.15;0.13;0;0.01;0.01;0.15;0.01;0.06;0.05;0.01;0.03;0.01;0.04;0.01;0.13
2021-05;36.44;29.98;13.64;7.26;3.37;1.03;1.48;1.76;2.18;0.59;0;0.4;0.4;0.2;0.14;0.23;0.02;0.05;0.11;0.15;0.14;0;0.01;0.01;0.11;0.01;0.07;0.03;0.01;0.02;0;0.04;0.01;0.11
2021-06;36.16;30.02;14.24;7.02;3.51;1.07;1.54;1.63;2.11;0.54;0;0.36;0.35;0.18;0.15;0.22;0.03;0.05;0.11;0.16;0.13;0;0.01;0.02;0.09;0.01;0.08;0.02;0.01;0.02;0.01;0.04;0.01;0.12
2021-07;34.64;30.5;14.97;6.87;3.74;1.03;1.61;1.73;2.12;0.52;0;0.37;0.37;0.18;0.18;0.22;0.04;0.04;0.1;0.17;0.13;0;0.01;0.01;0.11;0.02;0.08;0.05;0.01;0.02;0.01;0.04;0.01;0.13
2021-08;33.5;30.54;15.52;7.46;4.38;0.96;1.74;1.4;1.93;0.51;0;0.37;0.33;0.16;0.16;0.17;0.03;0.03;0.1;0.16;0.12;0;0.01;0.01;0.12;0.01;0.07;0.03;0.01;0.02;0.01;0.04;0.01;0.12
2021-09;32.74;30.74;15.58;7.96;4.38;0.94;1.8;1.48;1.88;0.49;0;0.36;0.3;0.18;0.15;0.16;0.03;0.03;0.11;0.16;0.12;0;0.01;0.01;0.11;0.01;0.07;0.02;0;0.02;0.01;0.04;0.01;0.1
2021-10;33.38;30.56;14.99;8.1;4.36;0.95;1.87;1.42;1.84;0.46;0;0.41;0.28;0.13;0.16;0.2;0.02;0.03;0.17;0.15;0.1;0;0;0.01;0.12;0.01;0.06;0.02;0.01;0.02;0.01;0.04;0.01;0.1
2021-11;34.41;30.1;14.33;8.34;4.13;0.93;1.81;1.55;1.8;0.47;0;0.4;0.28;0.12;0.16;0.28;0.03;0.02;0.15;0.14;0.1;0;0.01;0.01;0.15;0.01;0.06;0.03;0.01;0.02;0.01;0.04;0.01;0.1
2021-12;31.33;31.33;15.64;8.09;4.43;0.96;1.94;1.34;1.6;0.46;0;0.36;0.25;0.11;0.17;1.23;0.03;0.03;0.09;0.14;0.12;0;0.01;0.01;0.11;0.01;0.06;0.02;0.01;0.02;0.01;0.03;0;0.08
2022-01;29.85;30.35;17.07;8.54;5.33;0.81;2.21;0.84;1.38;0.38;0;0.31;0.22;0.07;0.15;1.81;0.06;0.02;0.06;0.14;0.12;0;0.01;0;0.07;0.01;0.05;0.01;0;0.02;0.01;0.02;0;0.07
2022-02;27.56;31.93;17.58;8.45;5.77;0.88;2.31;0.8;1.29;0.39;0;0.61;0.19;0.08;0.14;1.34;0.09;0.01;0.05;0.14;0.12;0;0.01;0;0.06;0;0.05;0.01;0;0.01;0.01;0.02;0.01;0.07
2022-03;31.93;30.65;15.47;8.56;5.18;0.79;2.14;0.84;1.35;0.41;0;0.35;0.2;0.06;0.16;1.24;0.11;0.02;0.06;0.12;0.1;0;0;0.01;0.08;0.01;0.04;0.02;0;0.02;0;0.02;0;0.07
2022-04;31.8;29.89;15.82;8.72;5.56;0.85;2.25;0.89;1.41;0.49;0;0.35;0.2;0.06;0.16;0.77;0.13;0.02;0.07;0.13;0.1;0;0;0;0.09;0.01;0.04;0.04;0;0.03;0;0.02;0;0.08
2022-05;31.13;28.2;16.67;10.75;5.76;0.76;2.56;0.79;1.19;0.55;0;0.34;0.17;0.05;0.12;0.39;0.13;0.01;0.03;0.1;0.09;0;0;0;0.08;0.01;0.03;0.01;0;0.02;0;0.02;0;0.05
2022-06;30.2;27.63;17.86;11.18;6.33;0.68;2.72;0.71;1.09;0.28;0;0.3;0.16;0.04;0.12;0.18;0.14;0.01;0.02;0.1;0.08;0;0;0;0.06;0;0.02;0;0;0.01;0;0.02;0;0.04
2022-07;30.07;27.37;17.57;11.7;6.36;0.67;2.82;0.71;1.06;0.29;0;0.31;0.16;0.04;0.11;0.2;0.15;0.01;0.03;0.1;0.09;0;0;0;0.06;0;0.02;0;0;0.01;0;0.01;0;0.04
2022-08;30.55;28.36;17.11;10.52;6.25;0.7;2.74;0.85;1.09;0.29;0;0.3;0.16;0.04;0.13;0.27;0.15;0.01;0.04;0.11;0.1;0;0;0;0.09;0.01;0.02;0.01;0;0.02;0;0.02;0;0.05
2022-09;30.93;28.43;16.59;10.25;6.12;0.68;3.01;0.88;1.02;0.27;0.41;0.3;0.15;0.04;0.12;0.21;0.17;0.01;0.03;0.09;0.08;0;0;0.01;0.09;0;0.02;0.01;0;0.01;0;0.01;0;0.04
2022-10;28.95;29.18;18.47;9.28;6.64;0.62;3.16;0.62;0.84;0.21;0.85;0.23;0.11;0.03;0.1;0.12;0.16;0.01;0.03;0.1;0.1;0;0;0;0.11;0;0.02;0.01;0;0.01;0;0.01;0;0.03
2022-11;27.5;29.87;19.69;8.83;6.93;0.61;3.22;0.56;0.76;0.18;0.8;0.2;0.09;0.03;0.09;0.09;0.17;0.01;0.02;0.11;0.11;0;0;0;0.07;0;0.02;0.01;0;0.01;0;0.01;0;0.03
2022-12;28.07;29.41;19.43;8.9;7.02;0.6;3.25;0.57;0.75;0.18;0.79;0.2;0.08;0.02;0.09;0.1;0.17;0.01;0.02;0.11;0.1;0;0;0;0.05;0;0.01;0.01;0;0.01;0;0.01;0;0.03
2023-01;29.07;29.24;18.75;8.81;6.9;0.62;3.15;0.65;0.74;0.19;0.76;0.23;0.08;0.02;0.09;0.15;0.18;0.01;0.02;0.1;0.11;0;0;0;0.05;0;0.01;0.01;0;0.01;0;0.01;0;0.03
2023-02;29.59;29.48;18.69;8.52;6.73;0.6;3.04;0.69;0.7;0.17;0.73;0.22;0.08;0.02;0.09;0.14;0.17;0.01;0.02;0.09;0.1;0;0;0;0.04;0;0.01;0.01;0;0.01;0;0.01;0;0.03
2023-03;30.55;29;18.13;8.73;6.56;0.6;3.03;0.81;0.69;0.17;0.69;0.23;0.08;0.02;0.09;0.15;0.17;0.01;0.02;0.09;0.1;0;0;0;0.04;0;0.01;0.01;0;0.01;0;0.01;0;0.03
2023-04;30.89;28.83;17.95;8.65;6.58;0.58;3.03;0.94;0.67;0.16;0.67;0.22;0.07;0.02;0.09;0.14;0.17;0.01;0.02;0.09;0.1;0;0;0;0.04;0;0.01;0.01;0;0.01;0;0.01;0;0.03
2023-05;33.94;27.19;17.3;8.47;6.16;0.54;3.1;0.79;0.61;0.15;0.78;0.21;0.07;0.02;0.08;0.14;0.17;0.01;0.02;0.08;0.09;0;0;0;0.04;0;0.01;0.01;0;0.01;0;0.01;0;0.02
2023-06;34.47;26.17;17.06;9.26;5.91;0.49;3.43;0.5;0.56;0.14;1.04;0.22;0.07;0.02;0.08;0.16;0.16;0.01;0.02;0.06;0.08;0;0;0;0.04;0;0.01;0.01;0;0.01;0;0.01;0;0.02
2023-07;41.11;23.93;14.2;9.42;4.7;0.44;2.99;0.59;0.52;0.16;0.92;0.25;0.07;0.01;0.07;0.23;0.14;0.01;0.02;0.05;0.05;0;0;0;0.05;0;0;0.01;0;0.01;0;0.01;0;0.02
2023-08;41.95;23.46;13.89;9.49;4.64;0.42;3;0.63;0.48;0.15;0.89;0.24;0.08;0.01;0.07;0.23;0.14;0.01;0.02;0.04;0.05;0;0;0;0.05;0;0;0.01;0;0.01;0;0.01;0;0.02
2023-09;39.75;24.23;14.49;9.5;4.96;0.46;3.09;0.86;0.52;0.16;0.88;0.25;0.08;0.01;0.07;0.27;0.15;0.01;0.02;0.06;0.06;0;0;0;0.06;0;0.01;0.01;0;0.01;0;0.01;0;0.02
2023-10;38.31;25;15.11;9.45;5.01;0.45;3.12;0.84;0.51;0.14;0.9;0.24;0.07;0.01;0.07;0.31;0.19;0.01;0.02;0.06;0.06;0;0;0.01;0.06;0.01;0;0.02;0;0.01;0;0;0;0.02
2023-11;35.82;25.62;16.16;9.65;5.37;0.45;3.32;0.87;0.5;0.14;0.97;0.23;0.07;0.01;0.07;0.23;0.22;0;0.02;0.06;0.06;0;0;0.01;0.06;0.01;0;0.03;0;0.01;0;0.01;0;0.03
2023-12;35.49;25.54;16.12;9.98;5.48;0.46;3.44;0.77;0.48;0.14;0.96;0.23;0.07;0.01;0.07;0.23;0.24;0;0.02;0.06;0.06;0;0;0.02;0.06;0.01;0;0.03;0;0.01;0;0;0;0.03
2024-01;34.5;25.93;16.71;9.89;5.59;0.45;3.49;0.75;0.48;0.13;0.93;0.22;0.06;0.01;0.07;0.21;0.25;0;0.02;0.07;0.06;0;0;0.02;0.05;0.02;0;0.03;0;0.01;0;0.01;0;0.03
2024-02;33.92;25.73;17.36;9.77;5.91;0.42;3.58;0.76;0.45;0.12;0.9;0.2;0.06;0.01;0.07;0.18;0.25;0.01;0.02;0.08;0.07;0;0;0.02;0.04;0.01;0;0.04;0;0;0;0;0;0.02
2024-03;34.14;25.62;17.59;9.45;5.82;0.4;3.47;1.04;0.44;0.11;0.84;0.18;0.06;0.01;0.06;0.18;0.25;0.01;0.02;0.08;0.06;0;0;0.03;0.04;0.02;0;0.04;0;0;0;0;0;0.02
2024-04;33.13;26.12;17.93;9.59;6.06;0.4;3.49;0.87;0.42;0.11;0.79;0.18;0.05;0.01;0.06;0.19;0.24;0;0.02;0.08;0.06;0;0;0.04;0.05;0.02;0;0.04;0;0;0;0;0;0.02
2024-05;32.97;25.62;18.2;10.05;6.12;0.37;3.46;0.84;0.4;0.11;0.75;0.18;0.05;0.01;0.06;0.2;0.24;0;0.02;0.07;0.05;0;0;0.06;0.05;0.03;0;0.04;0;0.01;0;0;0;0.02
2024-06;33.68;25.23;17.43;10.09;6.29;0.37;3.43;0.89;0.41;0.11;0.73;0.19;0.06;0.01;0.17;0.26;0.25;0.01;0.03;0.07;0.05;0;0;0.07;0.06;0.04;0;0.05;0;0;0;0;0;0.02
2024-07;33.78;25.49;17.24;10.38;5.87;0.35;3.4;1.02;0.38;0.11;0.72;0.19;0.06;0.01;0.07;0.25;0.26;0;0.03;0.07;0.05;0;0;0.07;0.06;0.04;0;0.05;0;0;0;0;0;0.02
2024-08;33.19;26.11;17.16;10.53;5.68;0.35;3.38;1.06;0.39;0.12;0.71;0.2;0.05;0.01;0.06;0.26;0.28;0.01;0.03;0.07;0.05;0;0;0.09;0.06;0.05;0;0.05;0;0;0;0;0;0.03
2024-09;30.88;26.71;18.32;10.74;6.02;0.35;3.67;0.84;0.36;0.12;0.68;0.17;0.05;0.01;0.06;0.24;0.29;0;0.03;0.06;0.05;0;0;0.14;0.06;0.06;0;0.05;0;0;0;0;0;0.03
2024-10;30.3;26.86;18.31;10.84;6.11;0.34;3.65;1.01;0.38;0.12;0.67;0.18;0.05;0.01;0.06;0.27;0.3;0.01;0.03;0.07;0.05;0;0;0.16;0.07;0.05;0;0.05;0;0;0.01;0;0;0.02
2024-11;33.82;25.94;17.18;10.33;5.64;0.31;3.44;0.93;0.34;0.12;0.61;0.17;0.04;0.01;0.05;0.26;0.29;0.01;0.03;0.07;0.05;0;0;0.16;0.06;0.06;0;0.06;0;0;0;0;0;0.02
2024-12;35.6;25.18;16.45;10.44;5.28;0.3;3.31;1.04;0.33;0.11;0.57;0.16;0.05;0.01;0.05;0.27;0.3;0.01;0.03;0.07;0.05;0;0;0.16;0.07;0.06;0;0.06;0;0;0.01;0;0;0.02
2025-01;39.94;22.61;14.95;11.26;4.72;0.25;3.16;0.88;0.29;0.12;0.51;0.17;0.05;0.01;0.05;0.24;0.31;0;0.03;0.05;0.04;0;0;0.16;0.07;0.06;0;0.07;0;0;0;0;0;0.02
2025-02;38.87;23.48;15.49;10.84;4.8;0.25;3.15;0.95;0.3;0.11;0.5;0.15;0.05;0.01;0.05;0.21;0.3;0;0.03;0.05;0.04;0;0;0.17;0.06;0.06;0;0.06;0;0;0;0;0;0.02
2025-03;39.46;23.14;15.44;10.61;4.79;0.24;3.2;0.98;0.27;0.11;0.46;0.14;0.05;0.01;0.04;0.23;0.3;0;0.03;0.05;0.04;0;0;0.18;0.05;0.06;0;0.06;0;0;0;0;0;0.02
2025-04;36.69;24.46;16.74;10.11;5.16;0.24;3.39;0.88;0.27;0.11;0.45;0.14;0.05;0.01;0.04;0.45;0.29;0;0.03;0.06;0.04;0;0;0.18;0.05;0.06;0;0.06;0;0;0;0;0;0.02
2025-05;36.81;24.47;16.65;10.08;5.13;0.24;3.35;0.9;0.27;0.1;0.45;0.14;0.04;0.01;0.04;0.47;0.29;0;0.04;0.06;0.04;0;0;0.19;0.06;0.06;0;0.06;0;0;0;0;0;0.02
2025-06;38.76;23.76;15.87;9.95;4.97;0.23;3.24;0.95;0.25;0.1;0.42;0.14;0.04;0.01;0.04;0.45;0.29;0;0.04;0.06;0.04;0;0;0.18;0.05;0.07;0;0.06;0;0;0;0.01;0;0.02
2025-07;39.29;23.96;15.01;9.99;4.74;0.23;3.1;1.1;0.26;0.11;0.4;0.15;0.04;0.01;0.04;0.73;0.28;0;0.05;0.05;0.03;0;0;0.21;0.06;0.07;0;0.06;0;0.01;0;0;0;0.02
2025-08;39.13;24.07;14.76;10.36;4.63;0.23;3.03;1.12;0.27;0.13;0.4;0.16;0.05;0.01;0.05;0.71;0.28;0;0.05;0.05;0.03;0;0;0.22;0.07;0.08;0;0.07;0;0;0;0;0;0.03
2025-09;39.94;23.11;14.46;10.37;4.63;0.23;2.95;1.14;0.26;0.14;0.37;0.16;0.05;0.01;0.04;1.21;0.28;0;0.05;0.05;0.03;0;0;0.27;0.07;0.07;0;0.07;0;0;0.01;0.01;0;0.02
2025-10;40.16;22.92;13.94;10.33;4.48;0.23;2.85;1.32;0.29;0.15;0.35;0.15;0.05;0.01;0.05;1.75;0.28;0;0.05;0.05;0.03;0;0;0.28;0.08;0.09;0;0.07;0;0;0.01;0.01;0;0.03
2025-11;40.96;22.89;13.69;10.63;4.24;0.21;2.74;1.49;0.3;0.14;0.34;0.15;0.05;0.01;0.05;1.09;0.3;0.01;0.06;0.05;0.03;0;0;0.28;0.08;0.08;0;0.07;0;0.01;0.01;0.01;0;0.03
2025-12;42.68;21.99;13.57;10.38;4.22;0.2;2.82;1.18;0.3;0.13;0.31;0.15;0.05;0.01;0.04;1;0.28;0;0.07;0.05;0.03;0;0;0.27;0.08;0.08;0;0.07;0;0;0;0.01;0;0.02
2026-01;42.82;21.78;13.73;10.18;4.18;0.19;2.75;1.59;0.28;0.13;0.3;0.14;0.05;0.01;0.04;0.87;0.27;0;0.08;0.05;0.03;0;0;0.26;0.1;0.07;0;0.07;0;0;0.01;0.01;0;0.02
2026-02;41.31;21.7;14.84;10.56;4.39;0.17;2.89;1.87;0.24;0.12;0.29;0.13;0.04;0.01;0.05;0.4;0.29;0;0.09;0.04;0.03;0;0;0.26;0.08;0.08;0;0.07;0;0;0;0.01;0;0.02
2026-03;41.73;21.92;14.57;10.18;4.39;0.16;2.75;2;0.26;0.13;0.28;0.13;0.04;0.01;0.04;0.43;0.27;0;0.1;0.04;0.02;0;0;0.27;0.08;0.08;0;0.07;0;0;0;0.01;0;0.02
2026-04;41.76;20.54;15.57;10.47;4.62;0.16;2.96;1.86;0.2;0.1;0.27;0.11;0.04;0.01;0.04;0.35;0.28;0;0.1;0.05;0.02;0;0;0.24;0.07;0.08;0;0.07;0;0;0;0.01;0;0.02
2026-05;39.38;21.35;15.85;10.21;4.8;0.15;2.93;1.73;0.2;0.09;0.26;0.11;0.03;0.01;0.04;1.91;0.27;0;0.12;0.05;0.03;0;0;0.24;0.07;0.07;0;0.07;0;0;0;0.01;0;0.02
2026-06;39.3;21.34;16.73;10.18;4.96;0.16;3.04;1.59;0.19;0.09;0.28;0.1;0.03;0.01;0.04;1.03;0.26;0;0.15;0.05;0.02;0;0;0.22;0.06;0.07;0;0.07;0;0;0;0.01;0;0.02
2026-07;39.62;21.23;17.29;10.13;5.07;0.16;3.09;1.6;0.17;0.08;0.27;0.1;0.03;0;0.04;0.19;0.25;0;0.16;0.06;0.03;0;0;0.22;0.05;0.07;0;0.06;0;0;0;0.01;0;0.02
2010-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
